"id";"created";"status";"data";"owner_id"
104;"2018-01-28 17:35:21.818836";1;"{""choice_id"": 3, ""compared_id"": [6], ""choice_slogan"": ""Discover the kaleidoscope in your eyes!"", ""compared_slogan"": [""Shine a light on vision research!""]}";8
105;"2018-01-28 17:35:22.702723";1;"{""choice_id"": 5, ""compared_id"": [1], ""choice_slogan"": ""Do you see colors like others?"", ""compared_slogan"": [""Are you a super color perceiver?""]}";8
106;"2018-01-28 17:35:26.724246";1;"{""choice_id"": 11, ""compared_id"": [7], ""choice_slogan"": ""Compare your thinking style!"", ""compared_slogan"": [""Do you think like others?""]}";8
107;"2018-01-28 17:35:27.424907";1;"{""choice_id"": 9, ""compared_id"": [10], ""choice_slogan"": ""How is your brain wired?"", ""compared_slogan"": [""How do people think differently?""]}";8
108;"2018-01-28 17:35:28.146509";1;"{""choice_id"": 12, ""compared_id"": [7], ""choice_slogan"": ""Support research on the way we think!"", ""compared_slogan"": [""Do you think like others?""]}";8
109;"2018-01-28 17:35:28.750461";1;"{""choice_id"": 11, ""compared_id"": [10], ""choice_slogan"": ""Compare your thinking style!"", ""compared_slogan"": [""How do people think differently?""]}";8
110;"2018-01-28 17:35:30.018718";1;"{""choice_id"": 7, ""compared_id"": [9], ""choice_slogan"": ""Do you think like others?"", ""compared_slogan"": [""How is your brain wired?""]}";8
111;"2018-01-28 17:35:31.170672";1;"{""choice_id"": 12, ""compared_id"": [8], ""choice_slogan"": ""Support research on the way we think!"", ""compared_slogan"": [""Are you more like a scientist or a buddha?""]}";8
112;"2018-01-28 17:35:32.052800";1;"{""choice_id"": 10, ""compared_id"": [7], ""choice_slogan"": ""How do people think differently?"", ""compared_slogan"": [""Do you think like others?""]}";8
113;"2018-01-28 17:35:32.944418";1;"{""choice_id"": 7, ""compared_id"": [8], ""choice_slogan"": ""Do you think like others?"", ""compared_slogan"": [""Are you more like a scientist or a buddha?""]}";8
114;"2018-01-28 17:35:59.535451";1;"{""choice_id"": 14, ""compared_id"": [16], ""choice_slogan"": ""Help us build a roadmap of memory!"", ""compared_slogan"": [""Test your subconscious!""]}";0
115;"2018-01-28 17:36:00.678437";1;"{""choice_id"": 18, ""compared_id"": [15], ""choice_slogan"": ""Contribute to our understanding of understanding!"", ""compared_slogan"": [""Can you decode an alien language?""]}";0
116;"2018-01-28 17:36:01.714629";1;"{""choice_id"": 15, ""compared_id"": [18], ""choice_slogan"": ""Can you decode an alien language?"", ""compared_slogan"": [""Contribute to our understanding of understanding!""]}";0
117;"2018-01-28 17:36:02.542244";1;"{""choice_id"": 16, ""compared_id"": [14], ""choice_slogan"": ""Test your subconscious!"", ""compared_slogan"": [""Help us build a roadmap of memory!""]}";0
118;"2018-01-28 17:36:03.482972";1;"{""choice_id"": 13, ""compared_id"": [14], ""choice_slogan"": ""Can you predict the weather?"", ""compared_slogan"": [""Help us build a roadmap of memory!""]}";0
119;"2018-01-28 17:36:04.312487";1;"{""choice_id"": 13, ""compared_id"": [15], ""choice_slogan"": ""Can you predict the weather?"", ""compared_slogan"": [""Can you decode an alien language?""]}";0
120;"2018-01-28 17:36:07.740197";1;"{""choice_id"": 14, ""compared_id"": [13], ""choice_slogan"": ""Help us build a roadmap of memory!"", ""compared_slogan"": [""Can you predict the weather?""]}";0
121;"2018-01-28 17:36:48.169322";1;"{""choice_id"": 18, ""compared_id"": [15], ""choice_slogan"": ""Contribute to our understanding of understanding!"", ""compared_slogan"": [""Can you decode an alien language?""]}";10
122;"2018-01-28 17:36:49.527155";1;"{""choice_id"": 18, ""compared_id"": [13], ""choice_slogan"": ""Contribute to our understanding of understanding!"", ""compared_slogan"": [""Can you predict the weather?""]}";10
123;"2018-01-28 17:36:50.469894";1;"{""choice_id"": 15, ""compared_id"": [17], ""choice_slogan"": ""Can you decode an alien language?"", ""compared_slogan"": [""How does your memory stack up to others?""]}";10
124;"2018-01-28 17:36:51.217566";1;"{""choice_id"": 13, ""compared_id"": [14], ""choice_slogan"": ""Can you predict the weather?"", ""compared_slogan"": [""Help us build a roadmap of memory!""]}";10
125;"2018-01-28 17:36:52.042674";1;"{""choice_id"": 18, ""compared_id"": [17], ""choice_slogan"": ""Contribute to our understanding of understanding!"", ""compared_slogan"": [""How does your memory stack up to others?""]}";10
126;"2018-01-28 17:36:52.824004";1;"{""choice_id"": 16, ""compared_id"": [18], ""choice_slogan"": ""Test your subconscious!"", ""compared_slogan"": [""Contribute to our understanding of understanding!""]}";10
127;"2018-01-28 17:36:53.882837";1;"{""choice_id"": 15, ""compared_id"": [13], ""choice_slogan"": ""Can you decode an alien language?"", ""compared_slogan"": [""Can you predict the weather?""]}";10
128;"2018-01-28 17:40:16.698949";1;"{""choice_id"": 14, ""compared_id"": [17], ""choice_slogan"": ""Help us build a roadmap of memory!"", ""compared_slogan"": [""How does your memory stack up to others?""]}";0
129;"2018-01-28 17:45:40.196663";1;"{""choice_id"": 16, ""compared_id"": [14], ""choice_slogan"": ""Test your subconscious!"", ""compared_slogan"": [""Help us build a roadmap of memory!""]}";0
130;"2018-01-28 17:45:43.463440";1;"{""choice_id"": 18, ""compared_id"": [17], ""choice_slogan"": ""Contribute to our understanding of understanding!"", ""compared_slogan"": [""How does your memory stack up to others?""]}";0
131;"2018-01-28 17:47:21.986732";1;"{""choice_id"": 15, ""compared_id"": [17], ""choice_slogan"": ""Can you decode an alien language?"", ""compared_slogan"": [""How does your memory stack up to others?""]}";0
132;"2018-01-28 17:47:58.599913";1;"{""choice_id"": 17, ""compared_id"": [18], ""choice_slogan"": ""How does your memory stack up to others?"", ""compared_slogan"": [""Contribute to our understanding of understanding!""]}";0
133;"2018-01-28 17:48:11.898659";1;"{""choice_id"": 10, ""compared_id"": [7], ""choice_slogan"": ""How do people think differently?"", ""compared_slogan"": [""Do you think like others?""]}";6
134;"2018-01-28 17:48:12.856089";1;"{""choice_id"": 12, ""compared_id"": [11], ""choice_slogan"": ""Support research on the way we think!"", ""compared_slogan"": [""Compare your thinking style!""]}";6
135;"2018-01-28 17:48:13.615154";1;"{""choice_id"": 9, ""compared_id"": [8], ""choice_slogan"": ""How is your brain wired?"", ""compared_slogan"": [""Are you more like a scientist or a buddha?""]}";6
136;"2018-01-28 17:48:14.288654";1;"{""choice_id"": 8, ""compared_id"": [10], ""choice_slogan"": ""Are you more like a scientist or a buddha?"", ""compared_slogan"": [""How do people think differently?""]}";6
137;"2018-01-28 17:48:15.616183";1;"{""choice_id"": 7, ""compared_id"": [9], ""choice_slogan"": ""Do you think like others?"", ""compared_slogan"": [""How is your brain wired?""]}";6
138;"2018-01-28 17:48:20.264690";1;"{""choice_id"": 10, ""compared_id"": [11], ""choice_slogan"": ""How do people think differently?"", ""compared_slogan"": [""Compare your thinking style!""]}";6
139;"2018-01-28 17:48:29.019883";1;"{""choice_id"": 17, ""compared_id"": [16], ""choice_slogan"": ""How does your memory stack up to others?"", ""compared_slogan"": [""Test your subconscious!""]}";11
140;"2018-01-28 17:48:29.847961";1;"{""choice_id"": 18, ""compared_id"": [16], ""choice_slogan"": ""Contribute to our understanding of understanding!"", ""compared_slogan"": [""Test your subconscious!""]}";11
141;"2018-01-28 17:48:30.559502";1;"{""choice_id"": 18, ""compared_id"": [14], ""choice_slogan"": ""Contribute to our understanding of understanding!"", ""compared_slogan"": [""Help us build a roadmap of memory!""]}";11
142;"2018-01-28 17:48:31.828827";1;"{""choice_id"": 13, ""compared_id"": [15], ""choice_slogan"": ""Can you predict the weather?"", ""compared_slogan"": [""Can you decode an alien language?""]}";11
143;"2018-01-28 17:48:32.497786";1;"{""choice_id"": 15, ""compared_id"": [17], ""choice_slogan"": ""Can you decode an alien language?"", ""compared_slogan"": [""How does your memory stack up to others?""]}";11
144;"2018-01-28 17:48:33.337354";1;"{""choice_id"": 14, ""compared_id"": [17], ""choice_slogan"": ""Help us build a roadmap of memory!"", ""compared_slogan"": [""How does your memory stack up to others?""]}";11
145;"2018-01-28 17:48:34.047495";1;"{""choice_id"": 15, ""compared_id"": [14], ""choice_slogan"": ""Can you decode an alien language?"", ""compared_slogan"": [""Help us build a roadmap of memory!""]}";11
146;"2018-01-28 17:48:34.774620";1;"{""choice_id"": 13, ""compared_id"": [16], ""choice_slogan"": ""Can you predict the weather?"", ""compared_slogan"": [""Test your subconscious!""]}";11
